Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
0.5607853684064926,0.7921797684286288,0.5223550897425027,0.5694836752117562,0.17493927782117163,0.3047575309383929,0.4665209968375987,1
0.735239022663958,0.4772100844753294,0.27339691548945516,0.3578756837039163,0.3145881620055824,0.6147086410307773,0.40068194842600174,1
0.33653824941370336,0.5776418873634608,0.31001305881915664,0.5950723415561119,0.5600699688087221,0.5906343611879324,0.3397339148075732,0
0.3485816660574155,0.524418104633507,0.7577104842914846,0.4160244170600913,0.8416123252535184,0.3278422660491299,0.7331878646212561,0
0.3862996294535133,0.25536282965673945,0.5555721336614077,0.24660623032819626,0.3765861641817724,0.6429906377090484,0.11172933567830445,0
0.23676095508890427,0.24552591917096744,0.612054031824499,0.471812229612774,0.41921439571454205,0.5168871336302777,0.10292065531571759,0
0.44877105313608684,0.8992238758328749,0.2868967319016601,0.4856886700297439,0.45232111568666017,0.6718892863852854,0.7508531745923877,0
0.5132789140395679,0.6018884869296584,0.507230461191469,0.6501568303348044,0.33540525587477743,0.40884839289572905,0.5414927056304839,0
0.6237619788602944,0.2981771390464569,0.09627312091631945,0.2282020789515226,0.6060621341370407,0.6645318659108816,0.6137309543830217,0
0.5874941692167335,0.7796384587308715,0.35339575181750227,0.6714883851610427,0.19783674276575924,0.44092355153829943,0.6148732070715719,1
0.6738556266776707,0.594859784065219,0.33509724462754886,0.5876957117766944,0.26981310187470386,0.4806805900390058,0.4733909423035034,1
0.7198109332974935,0.2752145952657747,0.6710956720956259,0.7055768080794615,0.16932902300280311,0.3171361323030426,0.44988454029816705,0
0.4565731332888314,0.3335083342328312,0.4899582147971056,0.5939202926510965,0.5940645094313343,0.693339781391918,0.371389400528332,0
0.2669867900665142,0.5434488900610487,0.5344367421141825,0.7164119551909811,0.636858512151766,0.6926760962084212,0.6120145551499389,0
0.5845021816309777,0.8678604354592623,0.48832104464080794,0.4512931245838689,0.44865595795127045,0.31996421003398573,0.6110243627904912,1
0.5537633596419836,0.4577119070970264,0.7757480500755274,0.7602657286449831,0.5350508106424907,0.5558355780183558,0.7009640066657674,1
0.6055022089115576,0.8624476603600781,0.6878752307755824,0.3039282772911206,0.5468776200178246,0.2492836550322478,0.8066769902630584,1
0.8127739760334961,0.5081707400194192,0.3300576958963243,0.8532175580972404,0.36491073208247016,0.44754838415304526,0.6406747230101125,1
0.5670699767002635,0.5826529185144383,0.3521589397335595,0.44435577476159804,0.6624915358322843,0.44811009675470065,0.7329329105828511,0
0.5249116773142013,0.29993564777367987,0.3682648584460463,0.705973490409169,0.06147333797948701,0.45166276493296464,0.3534556626286422,1
0.4661288399350059,0.32292616488654835,0.6554594653829591,0.5162372678459615,0.4111335861569352,0.5096998123971007,0.34881834359698194,0
0.6305295490058274,0.3032448776523169,0.42552018114720286,0.40814517390218613,0.3526698777807037,0.44606397605421066,0.691273236299216,0
0.5180145572518765,0.22855715230793844,0.42323883830132014,0.7667151248160513,0.2292326562885394,0.42588499548278635,0.23011747304734625,0
0.46888242757914084,0.45923896180378665,0.7855998623697986,0.381492605845137,0.5336294246305794,0.43540388844772426,0.4154170208297677,0
0.8337196441731403,0.48393683704317403,0.3840411909320913,0.4963167658754377,0.4971990712047084,0.5138150500498021,0.6391860583787732,1
0.3611660228079371,0.7337542074262736,0.42702855696242425,0.4156998208153869,0.41446915306706766,0.578891419511468,0.5322397151773923,0
0.45934387365069396,0.4322525967702965,0.7588185001633567,0.5794689417595147,0.5207589100498051,0.5242810757080704,0.3778668507091853,1
0.40775851530153306,0.6244273006166234,0.4208383950325393,0.5370749866354159,0.6088010221883553,0.5643353996465407,0.3770825584946864,1
0.5291464748129696,0.39498895216642094,0.526239757831921,0.5291455154827465,0.4985066420919341,0.4741551741527652,0.5363230950101806,0
0.4861380230494694,0.48183115748154504,0.809287537649947,0.43245550201742666,0.40375647576342516,0.6208490026359949,0.5982289029763771,1
0.620591147371378,0.5479855804294879,0.5120704725884098,0.530523501148921,0.5214735627550355,0.6532222932435601,0.3022450508562685,1
0.2998688079552037,0.6072591233498273,0.5659604175028383,0.3537898975496878,0.3458149426829502,0.6595558072924781,0.5534103318319051,0
0.401947440624858,0.6426677614328676,0.6354252967172392,0.11665407814108408,0.3542774565542842,0.5743444071693602,0.08986027604799274,1
0.5946386244469675,0.6681176030933397,0.32570647286420384,0.765501781616875,0.862994601290267,0.1618572937096126,0.5147828692571349,1
0.5803638725372056,0.5300899529178865,0.7327823247559342,0.5527549959466129,0.5779348514905236,0.5519494088464558,0.5944817604736929,1
0.6503569161703974,0.4920547507695024,0.22353283474517838,0.6264392983128959,0.33630460969616094,0.6749844852415413,0.4903970528199812,0
0.5565439932539588,0.3629773351083505,0.6459563603870524,0.4580993876984518,0.5304882244306744,0.24410340265560795,0.6914972079966459,1
0.8154628959928468,0.09445951040947453,0.3875368639914173,0.45189631526248364,0.8412830774326931,0.41983861236166714,0.6195713326898482,1
0.5095635454500191,0.2165849362697479,0.8486126989106668,0.5413597005432321,0.48270467398561506,0.6320355150732707,0.5236549598668516,1
0.500435371127611,0.6772662375961094,0.060597489421877926,0.39507433651237023,0.2997858526986002,0.7375549706803028,0.42239556611357254,0
0.26403134979766985,0.5918693290956554,0.6718329961877638,0.34342614429151164,0.6696913323203999,0.46733579887322235,0.4030010129969166,1
0.25614654505114987,0.43514587337472754,0.3820801002162662,0.38720420052235605,0.56216548965243,0.7884152241623938,0.4976038722194667,0
0.46523232039858115,0.6006028616528536,0.5247064953273644,0.5385679646281953,0.5864884184747403,0.43461009369618414,0.6063177935626554,0
0.9487738871757098,0.21246104213444977,0.3107745579333873,0.7252420857216134,0.6029222868611774,0.4791992912302707,0.4835423671970308,1
0.3354480301449357,0.5862272173642258,0.9014795682500147,0.208087259446076,0.5162997568682883,0.40226499421319034,0.3745930687416684,1
0.4885144287468008,0.5518916156360986,0.48309638857152126,0.5328876497848181,0.5633742990329379,0.41066299924633853,0.5822702052770528,0
0.7966886112646556,0.2208566161421348,0.5616853599015484,0.2535832804648921,0.8065834745905986,0.42986010304743233,0.8150454475718654,1
0.6716388925638529,0.4529673963526708,0.4467452229738128,0.4752326709447048,0.42517890942640796,0.5431553922879069,0.38904305560259145,0
0.5107444600551192,0.26377353041066093,0.24312846927034742,0.43562852255052503,0.4763622830750788,0.9157376435843432,0.4832518701712623,0
0.5701687004530092,0.44034833541266705,0.551097283975155,0.7550834489874266,0.6480542424703166,0.5492036406214937,0.5168678196749797,1
0.4148122832213802,0.3562351682098057,0.6371793459335385,0.48683630239713005,0.20234865988749035,0.39967672012962524,0.3056437609996342,0
0.7048576154033869,0.7283637262039462,0.3876431731138985,0.7036970697161655,0.4134018281926194,0.37634411937481044,0.6690478962237615,0
0.638336825958219,0.491164978443308,0.1441505674378758,0.19345919228624886,0.819044616645273,0.7327337697952805,0.32703880228885485,0
0.44333344576377803,0.5843451539486666,0.5023622156005249,0.45865416574341855,0.2591087349030915,0.5280773949738616,0.5372155869347326,0
0.6244650901432227,0.6048470308342719,0.42258418006591614,0.8122206899981944,0.33717484058060954,0.3149431139169936,0.5863981469114876,1
0.7010590136491809,0.31023600584371974,0.4324545401199909,0.32505463309107124,0.5411456024253589,0.506312477676479,0.7047705043592145,1
0.987914522508518,0.40732617185555153,0.19847940877648373,0.5692099033940388,0.4684274095800562,0.677190310114119,0.6167057640882269,1
0.33320959964951935,0.39696955533584694,0.3998965653553757,0.3717611643253269,0.7663772055350098,0.6688571173471948,0.6057007783202273,0
0.13351852372998163,0.5144825934618331,0.5212982129768485,0.4129305825400642,0.7788222256994639,0.6985644097545285,0.6564090203691997,0
0.6777305481254675,0.41083823895069194,0.4429413077969121,0.6771553447473306,0.6640384510427043,0.2874164656121554,0.6465071011035561,1
0.4939123194346612,0.3064201534886635,0.38727238276229353,0.4086432786856303,0.7356165034882133,0.6369009996378416,0.8798577199498685,0
0.236450135182261,0.7187984999919179,0.6274746883452721,0.487115952163927,0.6760735613301789,0.33788336537105934,0.31938401899881047,1
0.2543865709158043,0.5368168785769355,0.6763091644328064,0.3129030871393812,0.5656044842349398,0.5800665862309308,0.560495603962432,1
0.49949738857847154,0.4836102269623381,0.7752747690058953,0.4066171640427339,0.9562322073075253,0.11241717212038732,0.9889443167955136,0
0.8323792528583962,0.4128677944993808,0.5347610730123566,0.7219898015366608,0.3996764023905512,0.6074896256493336,0.43197099534414246,1
0.6657271029410315,0.27868405293279047,0.5146413643468558,0.6125533989966198,0.0,0.4237413374286151,0.3981874934132279,0
0.47564103303729316,0.678378961466943,0.4632836455129459,0.5698148756054429,0.23977711704886762,0.4037914545666851,0.5618820887885343,0
0.36049023340919145,0.5461027822669499,0.46961370948465025,0.43619792815813807,0.46689875903903433,0.4153228204822041,0.7165184578887205,0
0.6180696825965415,0.6796955544677764,0.2806238577340712,0.8432402324719392,0.13063046514411936,0.8227235392173908,0.1389463744311722,0
0.6414273148952285,0.49901766963993,0.47470798155680793,0.7901294988795031,0.3859162401078423,0.29042905202862296,0.5366605291300848,1
0.49869992937103447,0.6999983439139696,0.36951771342198536,0.8381827255480401,0.11286117568356535,0.7216460192030802,0.17889760561168594,0
0.5880777720193403,0.5998751264033684,0.6527617976926615,0.44820513307546883,0.48696203096726937,0.5734555398163597,0.3386474418704428,1
0.4729888833595323,0.5305495424969929,0.7066731140915615,0.46231056270553733,0.3647027335519701,0.6437612815278118,0.7794144165162185,1
0.5428417915390902,0.4178411507342964,0.5724931041773111,0.7323830964904237,0.6890148293182028,0.09218492953812424,0.5459581079762253,1
0.8359901905869556,0.5218755535597835,0.3721791634830127,0.48306473148911033,0.58445458475215,0.4540359888579286,0.6024362025436202,0
0.6427171733895679,0.5994663062312067,0.3469158163572348,0.7038589629384001,0.34190333874731427,0.5038431248994188,0.5533252662003156,0
0.49249022409361365,0.48610637079772945,0.4083992458239979,0.4121334608567537,0.6536313432459863,0.48758420361693766,0.7964061874642931,0
0.15730688571290352,0.49678843563565855,0.8451036338632002,0.595801725619473,0.44085423008716496,0.4152448374254331,0.6860620587229307,0
0.4232678367295606,0.7217672013650482,0.3157511396232229,0.36877720490425836,0.5824737776053742,0.734047328751096,0.5248335088480451,0
0.5270890579665389,0.5489986137172126,0.5657832835557565,0.5440893013083596,0.45573366395528914,0.404514029740826,0.4427657012483538,0
0.5183112735170254,0.37576354207964563,0.4274835589076805,0.4303494747456343,0.460277103778561,0.5884305215563038,0.48935095967847775,0
0.3962891903236182,0.8174227307200157,0.5765213808472237,0.47110704985594715,0.5035653112981525,0.2814587688741925,0.515500441875873,0
0.5336314365275237,0.714177845156362,0.6749807053244015,0.4595268845870544,0.2946222727471637,0.26332854330198674,0.7372470084667322,1
0.21871173651940806,0.32244484271781915,0.3092971933604469,0.5806407532008304,0.265602209767778,0.6682219203964267,0.1811102812498806,0
0.6721580492760705,0.3728679103783526,0.4864787691689224,0.6560758801381618,0.6085469970611557,0.28793896345253844,0.6804964924898523,1
0.36901479624710837,0.5194314894157835,0.5936731438582971,0.38713540548990966,0.6360031381034184,0.6171738220396829,0.40550352997520067,0
0.3884953975467643,0.4760933344220037,0.3602553371824575,0.2163615455076004,0.6347690252051078,0.9715593316959075,0.39863642395869126,0
0.5708174246999475,0.628006862839477,0.46829461421159563,0.16183402543532244,0.766719767792285,0.30853813149523845,0.5054004754099991,1
0.7739352151039176,0.486392200762807,0.0,0.6445986367220031,0.1994135016023466,0.7248244259207459,0.477806721646769,0
0.38191313796520526,0.2672154569941318,0.3212122046178951,0.671874660427806,0.3861504246546254,0.8246011521840073,0.35508262976282545,0
0.2714791477876325,0.37621155604625867,0.4513113871398648,0.5074997925481319,0.6980630845809874,0.725402461994097,0.7226163339092089,0
0.4866969070168928,0.26612001841144484,0.6834543507148798,0.7069022971733596,0.27677303013225923,0.16857483099992082,0.18641916473836057,0
0.4540009371982576,0.642119274348744,0.557116746603632,0.7135737745081648,0.24927130262224417,0.4623387195011487,0.6072589566764918,0
0.6131241163777907,0.6011620388694131,0.1862885667385047,0.6975160522402074,0.3703579001295718,0.5839547051876677,0.5101870268943691,0
0.6832241499740263,0.6359785447184566,0.3455186052892425,0.53725506937675,0.49574716607877645,0.4766017574766906,0.5034297863935129,0
0.5989500936063956,0.5693985947959975,0.3419436911794679,0.5543788872075845,0.6909047166182312,0.532504256797285,0.5723044781300511,0
0.3674178181005877,0.31575560253966084,0.46172499351388724,0.4759878388479126,0.23509226597694394,0.5977959921075244,0.23646393150583084,0
0.9177971334904949,0.549806567833516,0.2746807045045317,0.2951286508997031,0.5903901384079132,0.6933116292389371,0.8223270548933561,1
0.28074845209576255,0.5660101031503102,0.6529614060262647,0.4789948501941499,0.695455078682039,0.36653958494010724,0.259330098585395,1
0.7395507755699192,0.284012922899884,0.6337165229102415,0.5588633912140429,0.073057052388731,0.3724957823766967,0.4166651693174541,0
0.7835591552058141,0.38025109002475294,0.393954434476647,0.3590364621195996,0.31204454488691424,0.8838424184830915,0.4239729947900381,1
0.2925608107761027,0.6573278588191362,0.6140967002660177,0.3910571917767103,0.4877100172542978,0.36808865594754936,0.6149131083986408,0
0.6149635604881744,0.4868917959083152,0.45903566307377297,0.6536492668034496,0.16393413278625507,0.4149521691167328,0.5040175832502282,0
0.6826609297449067,0.36633667765469985,0.41732429356316725,0.6439910457267191,0.730899540148483,0.3046376130439449,0.7953381806218486,1
0.46938737846587625,0.5113575422066744,0.4206972714282262,0.4434980159409688,0.9027189967557299,0.5018662003673263,0.7273659752017461,0
0.49160432728743647,0.39341404578812733,0.45256144428963946,0.6415471886796535,0.3694698916595534,0.6114750328629871,0.4317069393601931,0
0.5221844910174626,0.5296358671231216,0.32103866170019296,0.4309335531127567,0.678872216612993,0.6123844890680091,0.3884533414262462,0
0.7582743435661032,0.22625280937420567,0.43493093020866025,0.3623554776704173,0.6529231634951685,0.4394153625329348,0.6188637945709565,1
0.4285267136385956,0.32822976648613156,0.7930922215377597,0.5490332440433398,0.8238883020518079,0.47133931753095376,0.26947753971578403,1
0.3476237181860722,0.4405214282140223,0.492660113495392,0.5535932876742395,0.519203529809531,0.5763393050374452,0.8162029771536712,0
0.5150826219429124,0.6285862556099726,0.44812690596873,0.33857015700878756,0.697439350553503,0.4320737120934634,0.5163275091441256,0
0.695817321268023,0.5660402086123351,0.3002516235379423,0.6268535605586155,0.6231560443640332,0.652429370230254,0.2629707265308594,0
0.473617591192273,0.5185307767181304,0.40607823375779584,0.320020187242626,0.3618532765948528,0.4292308050696435,0.5630090026550145,1
0.4312521519431525,0.3185650724123239,0.45881106307819286,0.45505775943710897,0.37346413881610735,0.6241873229478265,0.24768621903475108,0
0.33333660230742024,0.7162636679996885,0.4367839153518171,0.5234171656629444,0.1788957980946287,0.4059787522647377,0.5127915504362279,0
0.29926774079328194,0.35876594490484087,0.30607302150179216,0.45448870819508413,0.668947162335167,0.9275911137138615,0.3798404067382481,0
0.33122790573827565,0.7088879102682646,0.6525090206176484,0.47935993991663245,0.5304048167803961,0.49998844075503396,0.38051923214979216,0
0.6163758330508251,0.5778344204323146,0.44647157426529305,0.44715132412728886,0.5419793912564332,0.6286232018732459,0.5241173105896021,0
0.16210880561629443,0.4615755425750766,0.6810295154871118,0.48648273468597236,0.5973196903644264,0.6106654112262047,0.6055520216857697,0
0.5085354162651561,0.5294471812489069,0.6275833278407006,0.3789666506374329,0.4023785122032333,0.6327062656655241,0.4220801127473488,1
0.4707882299124667,0.5440224818806852,0.31488466117126834,0.5150537823044906,0.16992749949319808,0.5195209398904821,0.3928328297774803,0
0.5994781175201205,0.032651945549000416,0.6311220461822993,0.5932864874752823,0.32092187327712973,0.38918509114075517,0.05102768085686171,0
0.3343893859241489,0.5155862751906541,0.27417835448190725,0.6179990282971151,0.5888293037055116,0.9104295834745615,0.5239149042545748,0
0.6178548012197571,0.620387866512614,0.33380485622610534,0.6288734198724906,0.3299412514828961,0.4146704772368789,0.49972542318507207,1
0.929228454442408,0.4220770803321391,0.37969298906380033,0.15674860237785657,0.7806020806652352,0.5729172083611039,0.7206983396880775,1
0.335570750667333,0.8827189835697464,0.3924777744808644,0.1311398012469642,0.4571010275972069,0.6426620675256035,0.5652652418129676,0
0.6475359554127365,0.7030622280052385,0.2370857528384095,0.7878099106072085,0.4310782881455684,0.6453633652484434,0.5523772288113852,1
0.5737279727240884,0.5318204326633025,0.46498108788764164,0.5011278400926592,0.48156228793453876,0.6418496318989183,0.5442978831251105,0
0.26790039067442234,0.6651582187934607,0.6857004713990658,0.4206690531361754,0.6376891952389336,0.3613834411125968,0.7383609076527273,0
0.5179782497345532,0.6650032185068695,0.48832617815748314,0.6401237439809628,0.26826324136579005,0.2517295517329945,0.43539338217193246,1
0.42937858885372804,0.6109036292942741,0.4067012020722647,0.7861236724920032,0.39952592232293155,0.5650097906674789,0.6526005779696284,0
0.3240000042643218,0.4221488144130796,0.4993086518569123,0.4030847452645125,0.7882843082596265,0.48682412481559,0.8744989743129772,0
0.3891084216055405,0.47058527709873677,0.46049271908409245,0.49251495660239436,0.2518017342842601,0.44937288747970683,0.2992911737971047,0
0.5558775461535371,0.3950327290081118,0.5795020591119233,0.6331667616673533,0.4812166987435203,0.5090697282578696,0.42956386791069834,0
0.42884344700308386,0.47269358963679065,0.4686376213773568,0.6019239784391903,0.47550659476024504,0.8064305697217746,0.2326966226488839,0
0.4294139774003029,0.5879005352442802,0.49462003306710295,0.6118127541209826,0.5561304155159275,0.4706085067959157,0.43313449756697586,1
0.22433110845598436,0.5003919579071251,0.5481917701592022,0.4929279357285835,0.7029915346533466,0.7463542482026982,0.6360077354824544,0
0.3167364041682439,0.4777799792191712,0.45627665699360453,0.36779899963251583,0.567245099079516,0.684116333662395,0.5504606984425447,0
0.7372640885883932,0.5090394383379259,0.3838931099853115,0.4261345729383223,0.4995512959418388,0.5194072068276392,0.7365150119115198,1
0.5373192837587832,0.5483748748327472,0.5822289301714006,0.48808650668816383,0.6055355187799377,0.24771580423803746,0.7619536877211338,0
0.5346274375593149,0.7612734336709204,0.3186744528996332,0.47941889187643716,0.6123866628068378,0.531599777505444,0.2800883954017109,1
0.540054476621201,0.8901102432216708,0.3832368575640784,0.4937321840976142,0.3336785278240896,0.35201912032374105,0.5031263616172931,1
0.6903314098411963,0.5023200565807703,0.2633335461980244,0.48884842888821456,0.44180851439763164,0.46274913585050387,0.6401622530592785,0
0.6355789723283488,0.13508848880032104,0.8084581596412694,0.5610543885882429,0.1559794043905513,0.44231668847327543,0.3781526477708183,0
0.2500241162530754,0.7807755474306719,0.43737048829253355,0.3468800602779526,0.31333003470552945,0.6351175348022735,0.6076083350183287,0
0.6976585422444165,0.3438230539589581,0.3903719508152945,0.5338237091204698,0.24380130554060497,0.5285625831410108,0.33882875707113613,0
0.43839467761865925,0.5908441010473395,0.5461494824158376,0.7113030830027869,0.6006405207481635,0.5249899463415808,0.4657098445679182,1
0.47564559823418817,0.6201898424354907,0.4344577561796111,0.6196617609934743,0.3851416912887315,0.6267811203503789,0.2944526214558074,0
0.3989501358502741,0.5973400087922248,0.3351151893362673,0.3667310399070018,0.6268778726467747,0.2744515084426572,0.4107177959529486,1
0.7129570313851143,0.26722490969029983,0.2977235660332786,0.43465786030247666,0.2358347615628081,0.5971926089317354,0.206601520753051,0
0.8991664310658549,0.6571086652823267,0.36036659951682337,0.3315179866357194,0.4975421820157911,0.5502202587568839,0.5129056035235432,1
0.3366844956459862,0.6452792765140277,0.6328902560700786,0.4807786733275996,0.6126121962577442,0.33669984225868027,0.8356790034122723,0
0.5572195890512408,0.8305568691933799,0.5900175556147227,0.5059974296901715,0.6013405366817667,0.41436260960607557,0.7226138873234912,0
0.3350517632829879,0.6645151960255303,0.6471581156461326,0.36339111512278655,0.5539452547843565,0.31623347171891036,0.49573270536980685,0
0.5853866933743089,0.21985123756415753,0.7235364241005103,0.6194832898114508,0.48322570093253775,0.7597606564664878,0.6938576496732971,1
0.1467747625162445,0.43341041771786226,0.90495751363599,0.40319392022801687,0.6419753666386259,0.4833161587592625,0.5242853238166513,0
0.5708267624959118,0.972667789158172,0.4834868615888338,0.6461958016637581,0.1703659332914203,0.3309322576781397,0.6033393631862198,1
0.5160680323482377,0.3792099883213841,0.6365358858959298,0.4491174429846707,0.6219756213522948,0.594319312906165,0.22981827374216263,1
0.31843700138074,0.1909036464854617,0.3090970844865651,0.17694331385473733,0.8840037919616324,0.7892563629682096,0.6890792265887719,0
0.572372182654319,0.5356268829350906,0.6218984979048575,0.6219469411435333,0.4268420333888631,0.543954620362184,0.4083270770050349,1
0.6022649673246859,0.04381980934037755,0.7701442471036666,0.5621400804572401,0.5749994550213877,0.7294145391345394,0.5595914572293513,1
0.7204713603516001,0.18012454087086627,0.2600468194091485,0.5849988417201668,0.37187115989319997,0.5246384647801106,0.3510757359913746,1
0.9097040353959586,0.4178169820917409,0.48655877535766817,0.6454533455862251,0.8498015703871762,0.3356545326959023,0.8621852002632597,1
0.6910974383697924,0.6944870237785044,0.8432869922967887,0.8224884137866006,0.5672841489797077,0.03437191498333814,0.9799757871198215,1
0.34033683805234,0.789947426767724,0.46740005547955754,0.4183355356343598,0.698142725806854,0.36057434890688145,0.23775475574914334,1
0.46081893543539554,0.5385789243105144,0.41583679735779777,0.38501604375713055,0.6461226221201193,0.5896366380465643,0.5651126414398665,0
0.4968709115509909,0.38088246556047944,0.6228420577871844,0.44383782827802315,0.3029109842952558,0.6164453421673548,0.4939258170958325,0
0.4559084915367381,0.819544704809988,0.5251005211663785,0.3891632704714415,0.44426674835143004,0.5215740544848512,0.24585258749574174,1
0.7173061486883798,0.5807322359819679,0.0258052106822807,0.44993841627261527,0.6669641692535861,0.6866664696250993,0.3760354091179392,0
0.03704697214241859,0.41820875222746373,0.7513263583261833,0.6496642373503932,0.4118262484885638,0.7691664778812006,0.5826129128872886,0
0.5347384240516587,0.18242713065727656,0.6289350982610306,0.7172007725746016,0.6882385154047145,0.5988053548978749,0.2174447084380186,1
0.5255654478253717,0.3050949987998275,0.5788573433415521,0.40658405553827015,0.2750694982798988,0.47294022537423713,0.2578392266909606,0
0.49953605797492245,0.51558379908965,0.7779414989150664,0.6817464538735748,0.5163834116649012,0.5087751591801473,0.48698579277144155,1
0.4215624338354397,0.609827001389006,0.26575496026302314,0.5742036959119972,0.5364024769364532,0.6731363079793394,0.46219714326605177,0
0.48194467750327163,0.3628773144357694,0.4981257768038251,0.737043871589891,0.6107396676511931,0.639819583765399,0.37279230117247775,1
0.4875472842186793,0.6165014057222564,0.33594712519144,0.5284319080360208,0.03311288255671535,0.34473251815997247,0.4128179056788108,0
0.7299705757938063,0.5567412647297434,0.28691087179525326,0.5955029919625239,0.1607942719694615,0.3932314249119884,0.4543285188078408,0
0.2771238390371366,0.28890969321772303,0.6894976675391212,0.5703341879770365,0.41334093803806193,0.4579806761832862,0.23312710406161913,0
0.45834087389663575,0.681046261546028,0.39903879392121133,0.6205669060907679,0.684911240609677,0.5108704724739679,0.3369928260383863,1
0.21950496262791053,0.8277061423135069,0.554683888255818,0.600350029989096,0.8031080815000087,0.22739890180128805,0.308406414689506,1
0.7882425046857215,0.08798512346625154,0.5363654314387768,0.47562536499785574,0.1526884064300535,0.5233031947310832,0.23615963151025998,0
0.47965074377819034,0.5633616923706247,0.6534788395145754,0.15691916452478005,0.3117240523979049,0.8027140558363839,0.6864017797917938,1
0.3740910412025083,0.6814188825612746,0.7847136583177352,0.021562534364996333,0.4862584232775155,0.5797206867471606,0.3169383930452091,1
0.5397197886295867,0.3549096790090112,0.1086997047224173,0.6207153831926528,0.3685375985020226,0.7254066678121722,0.23885839242064155,0
0.6330261822886126,0.47257074008934363,0.16185132190384272,0.5330278411648647,0.6126587398452195,0.8058879473738633,0.3960374941524601,0
0.5752131807719374,0.13366019190057715,0.8438616633488127,0.38384822752440556,0.4615945539922451,0.7496188556593124,0.5572444736293618,1
0.8180623085536619,0.4140103546748025,0.08996457288956039,0.5432100183828994,0.4994983154441543,0.6388512317440826,0.46499420296205723,0
0.29925739926475553,0.5667004382921252,0.5124305328847502,0.5128355188828913,0.7824286554454105,0.40809989086651893,0.19945363841440117,1
0.5677723431363076,0.38244034131213567,0.573385414367795,0.4088445350481464,0.23354552426578357,0.4649816308507549,0.35535671291410825,0
0.36679880512050433,0.6995302080027161,0.1593035204830182,0.3853277663824818,0.33201919074356684,0.7686695413865614,0.47773404752040427,0
0.6838220266268964,0.3663044586127099,0.48642080162191487,0.7183052115755294,0.6460381570108494,0.22559283243874934,0.5908364147187001,1
0.31307946534210995,0.39824533972045395,0.7480756026876642,0.5353304849114019,0.6454949408627063,0.49661516634147035,0.4447355528565198,1
0.5556882748833852,0.5932369176644747,0.40391461438129683,0.3956267160735038,0.40811427245041976,0.5796088460161911,0.4654032328871998,0
